id,onoma,long,lat
879,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΚΕΡΑΣΟΒΟΥ ΜΕΣΟΛΟΓΓΙΟΥ,21.430808,38.526879
880,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΟΥ ΘΩΜΑ ΜΕΣΟΛΟΓΓΙΟΥ,21.47627,38.383931
881,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΗΛΕΙΑΣ,21.444197,37.671197
882,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΑΧΑΪΑΣ,21.732646,38.244056
883,ΔΙΕΥΘΥΝΣΗ Δ.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,21.430199,38.372484
884,1ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΦΥΣΙΚΩΝ ΕΠΙΣΤΗΜΩΝ ΗΛΕΙΑΣ (ΠΥΡΓΟΣ),,
885,2ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΦΥΣΙΚΩΝ ΕΠΙΣΤΗΜΩΝ ΑΧΑΙΑΣ (ΑΙΓΙΟ),22.076005,38.247374
886,2ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΦΥΣΙΚΩΝ ΕΠΙΣΤΗΜΩΝ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ (ΜΕΣΟΛΟΓΓΙ),21.43175,38.379719
887,1ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΦΥΣΙΚΩΝ ΕΠΙΣΤΗΜΩΝ ΑΧΑΙΑΣ (ΠΑΤΡΑ),21.753555,38.271914
888,1ο ΕΡΓΑΣΤΗΡΙΑΚΟ ΚΕΝΤΡΟ ΦΥΣΙΚΩΝ ΕΠΙΣΤΗΜΩΝ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ (ΑΓΡΙΝΙΟ),21.410892,38.60622
889,ΚΕΣΥΠ ΑΙΤ/ΝΙΑΣ - 2 (ΜΕΣΟΛΟΓΓΙ),21.430835,38.36955
890,ΚΕΣΥΠ ΑΧΑΪΑΣ - 2,22.083907,38.249561
891,ΚΕΣΥΠ ΑΧΑΪΑΣ - 1,21.733142,38.243934
892,ΚΕΣΥΠ ΗΛΙΕΙΑΣ,21.434193,37.668881
893,ΚΕΣΥΠ ΚΕΣΥΠ ΑΙΤ/ΝΙΑΣ - 1(ΑΓΡΙΝΙΟ),21.409707,38.621425
894,3ο ΓΡΑΦΕΙΟ Δ.Ε. ΑΧΑΪΑΣ,21.736229,38.246224
895,1ο ΓΡΑΦΕΙΟ Δ.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,21.404995,38.622623
896,2ο ΓΡΑΦΕΙΟ Δ.Ε. ΗΛΕΙΑΣ,,
897,1ο ΓΡΑΦΕΙΟ Δ.Ε. ΗΛΕΙΑΣ,21.352959,37.790445
898,1ο ΓΡΑΦΕΙΟ Δ.Ε. ΑΧΑΪΑΣ,21.730518,38.240451
899,2ο ΓΡΑΦΕΙΟ Δ.Ε. ΑΧΑΪΑΣ,22.083775,38.247516
900,2ο ΓΡΑΦΕΙΟ Δ.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,21.163085,38.860172
901,3ο ΓΡΑΦΕΙΟ Δ.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
902,ΓΡΑΦΕΙΟ ΤΕΕ ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,21.438038,38.377059
903,ΓΡΑΦΕΙΟ ΤΕΕ ΑΧΑΪΑΣ,21.730479,38.240495
904,ΙΕΚ ΑΜΑΛΙΑΔΑΣ,,
905,ΙΕΚ ΚΑΛΑΒΡΥΤΩΝ (ΠΑΡΑΡΤ. ΠΑΤΡΑΣ),,
906,ΙΕΚ ΝΑΥΠΑΚΤΟΥ,,
907,ΙΕΚ ΠΥΡΓΟΥ,,
908,ΙΕΚ ΠΑΤΡΑΣ,,
909,ΙΕΚ ΤΡΙΤΑΙΑΣ (ΠΑΡΑΡΤ. ΠΑΤΡΑΣ),,
910,ΙΕΚ ΜΕΣΟΛΟΓΓΙΟΥ,,
911,ΙΕΚ ΑΓΡΙΝΙΟΥ,,
912,ΙΕΚ ΑΙΓΙΟΥ,,
913,2ο ΙΕΚ ΠΑΤΡΑΣ,,
914,ΙΕΚ ΚΑΤΩ ΑΧΑΙΑΣ (ΠΑΡΑΡΤ. ΠΑΤΡΑΣ),,
915,ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΧΑΪΑΣ,,
916,ΔΙΕΥΘΥΝΣΗ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
917,ΔΙΕΥΘΥΝΣΗ Π.Ε. ΗΛΕΙΑΣ,,
918,6ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
919,3ο ΓΡΑΦΕΙΟ Π.Ε. ΗΛΕΙΑΣ,,
920,5ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
921,4ο ΓΡΑΦΕΙΟ Π.Ε. ΗΛΕΙΑΣ,,
922,4ο ΓΡΑΦΕΙΟ Π.Ε. ΑΧΑΪΑΣ,,
923,2ο ΓΡΑΦΕΙΟ Π.Ε. ΑΧΑΪΑΣ,,
924,1ο ΓΡΑΦΕΙΟ Π.Ε. ΑΧΑΪΑΣ,,
925,1ο ΓΡΑΦΕΙΟ Π.Ε. ΗΛΕΙΑΣ,,
926,4ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
927,2ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
928,3ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
929,2ο ΓΡΑΦΕΙΟ Π.Ε. ΗΛΕΙΑΣ,,
930,7ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
931,1ο ΓΡΑΦΕΙΟ Π.Ε. ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,,
932,3ο ΓΡΑΦΕΙΟ Π.Ε. ΑΧΑΪΑΣ,,
933,5ο ΓΡΑΦΕΙΟ Π.Ε. ΑΧΑΪΑΣ,,
934,ΠΕΡΙΦΕΡΕΙΑΚΟ ΕΠΙΜΟΡΦΩΤΙΚΟ ΚΕΝΤΡΟ ΠΑΤΡΑΣ,,
935,ΝΗΠΙΑΓΩΓΕΙΟ ΓΕΡΑΚΙΟΥ,21.394384,37.793195
936,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΠΕΛΩΝΟΣ,21.466179,37.727164
937,44ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.727241,38.23527
938,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΔΡΩΝΙΟΥ,21.719084,37.802141
939,6ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,,
940,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΙΤΩΛΙΚΟΥ,,
941,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΩ ΣΑΜΙΚΟΥ,21.601682,37.539165
942,ΝΗΠΙΑΓΩΓΕΙΟ ΦΑΣΚΟΜΗΛΙΑΣ,,
943,ΝΗΠΙΑΓΩΓΕΙΟ ΣΑΜΙΚΟΥ,21.588333,37.572717
944,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΓΚΑΔΙΟΥ,21.451217,38.040394
945,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΣ ΜΑΝΟΛΑΔΑΣ ΛΕΧΑΙΝΩΝ,21.38484,38.052399
946,ΝΗΠΙΑΓΩΓΕΙΟ ΚΕΝΤΡΟΥ,21.447866,37.8971
947,ΝΗΠΙΑΓΩΓΕΙΟ ΣΙΜΟΠΟΥΛΟΥ,21.571015,37.849372
948,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΚΡΙΣΙΩΝ ΟΛΥΜΠΙΑΣ,21.605785,37.608275
949,ΝΗΠΙΑΓΩΓΕΙΟ ΛΕΠΡΕΟΥ,21.723042,37.435729
950,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΘΕΑΣ,21.823893,37.550865
951,ΝΗΠΙΑΓΩΓΕΙΟ ΚΕΡΑΜΙΔΙΑΣ,21.455086,37.853202
952,8ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΑΥΠΑΚΤΟΥ,,
953,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΙΩΑΝΝΗ,,
954,ΝΗΠΙΑΓΩΓΕΙΟ ΜΙΡΑΚΑΣ,21.65498,37.643603
955,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΛΑΙΟΒΑΡΒΑΣΑΙΝΗΣ,21.52446,37.677476
956,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
957,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΥΒΙΩΝ ΗΛΙΔΑΣ,21.366207,37.885257
958,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΔΑΣ ΛΕΧΑΙΝΩΝ,21.364021,38.032065
959,ΝΗΠΙΑΓΩΓΕΙΟ ΞΗΡΟΧΩΡΙΟΥ,21.655156,37.50784
960,ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΥΜΑΝΗ ΠΥΡΓΟΥ,21.759351,37.789292
961,9ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
962,ΝΗΠΙΑΓΩΓΕΙΟ ΣΕΡΜΠΑΝΙΟΥ,,
963,8ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
964,ΝΗΠΙΑΓΩΓΕΙΟ ΑΛΦΕΙΟΥΣΗΣ,21.541165,37.639642
965,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΣΑΙΝΗΣ,21.676046,37.751436
966,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΤΤΑΣ,21.548242,37.876375
967,ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΝΙΩΝ ΓΑΥΡΟΛΙΜΝΗΣ,21.62678,38.382808
968,ΝΗΠΙΑΓΩΓΕΙΟ ΚΡΗΝΗΣ,,
969,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.355003,37.79445
970,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΣΑΡΟΥ,21.419391,37.720752
971,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.344206,37.796603
972,ΝΗΠΙΑΓΩΓΕΙΟ ΜΥΡΤΕΑΣ,21.351164,37.712007
973,ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΥΤΣΟΧΕΡΑΣ,21.530998,37.790753
974,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΡΙΝΙΟΥ,,
975,ΝΗΠΙΑΓΩΓΕΙΟ ΓΙΑΝΝΟΥΖΙΟΥ,,
976,12ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
977,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΚΟΒΑΤΟΥ,21.644418,37.457708
978,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΒΑΣΙΛΩΝ,21.266279,37.875918
979,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΧΩΡΙΟΥ,21.204529,37.905347
980,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΝΟΛΑΔΑΣ,21.348746,38.046228
981,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΔΑΣ,21.364191,38.031891
982,ΝΗΠΙΑΓΩΓΕΙΟ ΣΑΛΜΩΝΗΣ,21.534902,37.659155
983,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΠΕΛΟΚΑΜΠΟΥ,21.309893,37.830218
984,ΝΗΠΙΑΓΩΓΕΙΟ ΡΟΔΙΑΣ,21.586159,37.810582
985,ΝΗΠΙΑΓΩΓΕΙΟ ΟΙΝΟΗΣ,21.525836,37.837214
986,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,21.436311,37.701706
987,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΘΟΛΟΜΙΟΥ,21.207029,37.860249
988,ΝΗΠΙΑΓΩΓΕΙΟ ΒΟΥΝΑΡΓΟΥ,21.40981,37.735201
989,ΝΗΠΙΑΓΩΓΕΙΟ ΔΟΥΝΑΙΙΚΩΝ,21.332129,37.739967
990,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΛΟΠΙΟΥ ΠΥΡΓΟΥ,21.593607,37.676189
991,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,,
992,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΝΘΙΟΥ,21.519403,37.703866
993,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΙΚΩΜΟΥ,21.586497,37.589882
994,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΑΣΤΟΥΝΗΣ,21.245807,37.846959
995,ΝΗΠΙΑΓΩΓΕΙΟ ΕΦΥΡΑΣ,21.517732,37.855058
996,ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΜΟΥΤΑΣ,21.793674,37.698839
997,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΑΣΤΟΥΝΗΣ,21.245685,37.846785
998,ΝΗΠΙΑΓΩΓΕΙΟ ΧΕΛΙΔΟΝΙΟΥ,21.623084,37.71236
999,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΣΤΕΙΚΩΝ,21.409026,37.693851
1000,ΝΗΠΙΑΓΩΓΕΙΟ ΜΟΥΖΑΚΙΟΥ,21.561389,37.781798
1001,ΝΗΠΙΑΓΩΓΕΙΟ ΓΙΑΝΝΙΤΣΟΧΩΡΙΟΥ,21.68766,37.392035
1002,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΛΑ,21.720476,37.709731
1003,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΝΤΖΟΙΟΥ,21.562318,37.706679
1004,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΛΑΙΟΧΩΡΙΟΥ,21.266821,37.81706
1005,8ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.342897,37.790125
1006,7ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
1007,11ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
1008,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΦΙΛΟΘΕΗΣ,,
1009,ΝΗΠΙΑΓΩΓΕΙΟ ΜΠΟΡΣΙΟΥ,,
1010,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.343619,37.791354
1011,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΡΔΑΜΑ,21.33815,37.766484
1012,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
1013,ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΒΑΣΑΙΝΗΣ,21.501867,37.669879
1014,ΝΗΠΙΑΓΩΓΕΙΟ ΠΡΑΣΙΝΟΥ,21.423444,37.714652
1015,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
1016,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΑΣΤΟΥΝΗΣ,21.245685,37.846785
1017,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.343863,37.790708
1018,ΝΗΠΙΑΓΩΓΕΙΟ ΣΑΒΑΛΙΩΝ,21.287469,37.810254
1019,ΝΗΠΙΑΓΩΓΕΙΟ ΑΕΡ/ΚΗΣ ΒΑΣΗΣ ΑΝΔΡΑΒΙΔΑΣ,21.270063,37.905506
1020,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΡΑΤΟΥΛΑΣ,21.537075,37.73397
1021,ΝΗΠΙΑΓΩΓΕΙΟ ΓΟΥΜΕΡΟΥ ΠΥΡΓΟΥ,21.618066,37.760362
1022,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΤΑΡΑΓΚΑΣ,21.475263,38.021069
1023,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΛΕΧΑΙΝΩΝ,21.261378,37.937408
1024,ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΛΙΣΣΙΩΝ,22.063646,38.182764
1025,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΩ ΑΧΑΪΑΣ,,
1026,ΝΗΠΙΑΓΩΓΕΙΟ ΝΙΦΟΡΕΪΚΩΝ,21.524444,38.143063
1027,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΡΑΤΟΥ,21.320301,38.67153
1028,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
1029,ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΒΑΡΙΟΥ,21.383072,37.847564
1030,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΙΩΑΝΝΗ,,
1031,ΝΗΠΙΑΓΩΓΕΙΟ ΣΜΙΛΑ,21.554736,37.676957
1032,ΝΗΠΙΑΓΩΓΕΙΟ ΠΛΑΤΑΝΟΥ ΠΥΡΓΟΥ,21.610467,37.664963
1033,ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΛΙΡΙΟΥ,21.476528,37.68625
1034,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΑΛΙΑΔΑΣ,21.356724,37.797991
1035,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΨΟΡΑΧΗΣ,,
1036,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΝΕΣΙΟΥ,21.959464,38.018205
1037,52ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.734186,38.216079
1038,51ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,,
1039,ΝΗΠΙΑΓΩΓΕΙΟ ΒΕΛΑΝΙΔΙΟΥ,21.509518,37.887781
1040,ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,21.626166,37.643045
1041,6ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΥΡΓΟΥ,,
1042,ΝΗΠΙΑΓΩΓΕΙΟ ΣΤΑΜΝΑΣ,21.282025,38.514762
1043,ΝΗΠΙΑΓΩΓΕΙΟ ΧΑΝΑΚΙΩΝ,21.390629,37.737791
1044,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΠΑΔΑΤΩΝ,21.453217,38.526514
1045,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΟΝΙΤΣΑΣ,20.883439,38.916515
1046,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΑΥΠΑΚΤΟΥ,,
1047,ΝΗΠΙΑΓΩΓΕΙΟ ΟΧΘΙΩΝ ΒΑΛΤΟΥ,21.276561,38.697079
1048,ΝΗΠΙΑΓΩΓΕΙΟ ΣΑΡΔΗΝΙΩΝ,21.203796,38.890279
1049,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΣΟΛΟΓΓΙΟΥ,,
1050,ΝΗΠΙΑΓΩΓΕΙΟ ΦΥΤΕΙΩΝ,21.185007,38.693864
1051,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΑΣ ΣΟΦΙΑΣ,,
1052,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΡΙΝΙΟΥ,21.400406,38.626021
1053,41ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.753899,38.266319
1054,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΠΑΔΑΤΟΥ,21.173268,38.707687
1055,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΑΥΠΑΚΤΟΥ,,
1056,ΝΗΠΙΑΓΩΓΕΙΟ ΓΟΥΡΙΩΤΙΣΣΑΣ ΞΗΡΟΜΕΡΟΥ,21.224534,38.613458
1057,ΝΗΠΙΑΓΩΓΕΙΟ ΚΥΨΕΛΗΣ,21.268618,38.682006
1058,57ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.736291,38.220362
1059,ΝΗΠΙΑΓΩΓΕΙΟ ΜΙΧΟΙΟΥ,,
1060,ΝΗΠΙΑΓΩΓΕΙΟ ΜΙΝΤΙΛΟΓΛΙΟΥ,,
1061,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,,
1062,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΦΙΛΟΧΙΑΣ,21.162018,38.860301
1063,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΦΙΛΟΧΙΑΣ,21.162018,38.860301
1064,ΝΗΠΙΑΓΩΓΕΙΟ ΚΡΕΣΤΕΝΩΝ ΟΛΥΜΠΙΑΣ,21.621572,37.593073
1065,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,21.399373,38.633851
1066,6ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΡΙΝΙΟΥ,21.391488,38.627303
1067,ΝΗΠΙΑΓΩΓΕΙΟ ΕΠΙΤΑΛΙΟΥ ΟΛΥΜΠΙΑΣ,21.49483,37.626212
1068,ΝΗΠΙΑΓΩΓΕΙΟ ΛΑΜΠΕΙΑΣ,21.804292,37.8566
1069,ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΤΑΡΑΓΚΑΣ,21.471967,38.522789
1070,ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΛΑΣ,,
1071,ΝΗΠΙΑΓΩΓΕΙΟ ΒΡΑΝΑ,,
1072,ΝΗΠΙΑΓΩΓΕΙΟ ΛΥΓΙΑΣ,21.853597,38.408379
1073,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΘΩΜΑ,21.476272,38.384173
1074,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΡΙΝΙΟΥ,21.415135,38.621245
1075,ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,21.40892,37.897056
1076,ΝΗΠΙΑΓΩΓΕΙΟ ΛΕΠΕΝΟΥΣ,21.291325,38.708691
1077,ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΝΙΔΙΟΥ,21.119914,39.041097
1078,4ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΑΥΠΑΚΤΟΥ,,
1079,ΝΗΠΙΑΓΩΓΕΙΟ ΓΡΑΜΜΑΤΙΚΟΥΣ,,
1080,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΝΟΠΟΥΛΟΥ,21.692441,37.818393
1081,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΖΑΧΑΡΩΣ,21.650559,37.484986
1082,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΩ ΠΑΝΑΓΙΟΥ ,21.14695,37.927498
1083,ΝΗΠΙΑΓΩΓΕΙΟ ΨΑΡΙΟΥ,,
1084,ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΑΚΟΛΟΥ,21.311536,37.63925
1085,7ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΡΙΝΙΟΥ,,
1086,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΑΛΗΨΗΣ,21.701528,38.492642
1087,ΝΗΠΙΑΓΩΓΕΙΟ ΞΗΡΟΠΗΓΑΔΟΥ,21.862101,38.401128
1088,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ,21.473232,37.805145
1089,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΩ ΚΕΡΑΣΟΒΟΥ,21.445248,38.487764
1090,ΝΗΠΙΑΓΩΓΕΙΟ ΡΟΥΠΑΚΙΟΥ,21.325141,37.863874
1091,ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΥΡΤΕΣΙΟΥ,21.328964,37.965471
1092,ΝΗΠΙΑΓΩΓΕΙΟ ΓΟΥΡΙΑΣ,21.262809,38.471152
1093,ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΝΑΚΑ,20.98923,38.726734
1094,ΝΗΠΙΑΓΩΓΕΙΟ ΛΟΥΤΡΟΥ,,
1095,ΝΗΠΙΑΓΩΓΕΙΟ ΤΡΑΓΑΝΟΥ ΛΕΧΑΙΝΩΝ,,
1096,ΝΗΠΙΑΓΩΓΕΙΟ ΛΥΓΙΑΣ,21.156354,37.858042
1097,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΟΧΩΡΙΟΥ ΜΕΣΟΛΟΓΓΙΟΥ,21.276196,38.406649
1098,ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΝΤΑΛΟΦΟΥ,21.244743,38.483913
1099,ΝΗΠΙΑΓΩΓΕΙΟ ΔΟΚΙΜΙΟΥ,21.381815,38.614629
1100,ΝΗΠΙΑΓΩΓΕΙΟ ΑΜΟΡΓΙΑΝΩΝ ΒΑΛΤΟΥ,21.361336,38.865202
1101,ΝΗΠΙΑΓΩΓΕΙΟ ΜΥΤΙΚΑ,20.945392,38.667765
1102,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΝΕΑΠΟΛΗΣ,,
1103,ΝΗΠΙΑΓΩΓΕΙΟ ΕΛΑΙΩΝΟΣ,21.465454,37.744067
1104,2ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΑΡΘΟΛΟΜΙΟΥ,21.206933,37.860321
1105,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΜΕΣΟΛΟΓΓΙΟΥ,21.434995,38.374787
1106,42ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.736345,38.220363
1107,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΟΥΝΑΣ,,
1108,ΝΗΠΙΑΓΩΓΕΙΟ ΧΕΙΜΑΔΙΟΥ,21.508308,37.759941
1109,ΝΗΠΙΑΓΩΓΕΙΟ ΘΥΡΙΟΥ,20.983996,38.857455
1110,ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΔΡΙΤΣΑΙΝΗΣ ΟΛΥΜΠΙΑΣ,21.906317,37.4835
1111,ΝΗΠΙΑΓΩΓΕΙΟ ΣΕΛΙΝΟΥΝΤΑ,22.09663,38.220046
1112,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΤΩ ΑΧΑΪΑΣ,21.541889,38.142346
1113,ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ ΕΙΔΙΚΟ,21.737492,38.221928
1114,5ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.73801,38.240516
1115,3ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΑΤΡΑΣ,21.727145,38.235243
